구간,좌우,종명,개화,결실,비고
849,L,노린재나무,,,
849,L,때죽나무,,,
850,L,비목나무,,,
850,L,신갈나무,,,
851,L,신갈나무,,,
851,L,때죽나무,,,
851,L,참회나무,,,
851,L,산벚나무,,,
852,L,노린재나무,,,
852,L,때죽나무,,,
852,L,떡갈나무,,,
853,L,상수리나무,,,
853,L,떡갈나무,,,
854,L,때죽나무,,,
855,L,물푸레나무,,,
855,L,노린재나무,,,
855,L,떡갈나무,,,
856,L,비목나무,,,
856,L,회잎나무,,,
857,L,산벚나무,,,
857,L,신갈나무,,,
858,L,때죽나무,,,
859,L,철쭉,,,
860,L,비목나무,,,
860,L,개암나무,,,
861,L,조릿대,,,
861,L,생강나무,,,
861,L,단풍나무,,,
861,L,신갈나무,,,
862,L,신갈나무,,,
862,L,노린재나무,,,
862,L,조릿대,,,
863,L,비목나무,,,
863,L,철쭉sp.,,,
863,L,조릿대,,,
864,L,철쭉sp.,,,
864,L,신갈나무,,,
864,L,조릿대,,,
865,L,때죽나무,,,
865,L,신갈나무,,,
865,L,조릿대,,,
866,L,때죽나무,,,
866,L,때죽나무,,,
866,L,신갈나무,,,
866,L,신갈나무,,,
866,L,조릿대,,,
867,L,상수리나무,,,
867,L,당단풍나무,,,
867,L,신갈나무,,,
867,L,조릿대,,,
868,L,병꽃나무,,,
868,L,때죽나무,,,
868,L,조릿대,,,
869,L,조릿대,,,
869,L,때죽나무,,,
870,L,때죽나무,,,
870,L,조릿대,,,
871,L,고추나무,,,
871,L,때죽나무,,,
871,L,조릿대,,,
872,L,때죽나무,,,
872,L,조릿대,,,
872,L,신갈나무,,,
873,L,병꽃나무,,,
873,L,조릿대,,,
874,L,신갈나무,,,
874,L,노린재나무,,,
874,L,조릿대,,,
875,L,조릿대,,,
875,L,비목나무,,1,
876,L,노박덩굴,,1,
877,L,노박덩굴,,1,p20-23
878,L,고추나무,,,
879,L,고추나무,,,
879,L,고추나무,,,
880,L,병꽃나무,,,
880,L,고추나무,,,
881,L,고추나무,,,
881,L,병꽃나무,,,
882,L,인동,,,
883,L,개암나무,,,
883,L,노린재나무,,,
884,L,비목나무,,,
885,L,산뽕나무,,,
885,L,회잎나무,,,
885,L,신갈나무,,,
886,L,생강나무,,,
886,L,병꽃나무,,,
887,L,비목나무,,,
887,L,노린재나무,,,
888,L,철쭉sp.,,,
888,L,생강나무,,,
889,L,병꽃나무,,,
889,L,고추나무,,,
889,L,산뽕나무,,,
890,L,병꽃나무,,,
891,L,물푸레나무,,,
891,L,병꽃나무,,,
892,L,고추나무,,,
892,L,국수나무,,,
893,L,신갈나무,,,
893,L,병꽃나무,,,
894,L,국수나무,,,
894,L,산뽕나무,,,
894,L,물참대,,,
895,L,-,,,
896,L,꾸지뽕나무,,,
896,L,때죽나무,,,
897,L,꾸지뽕나무,,,
898,L,때죽나무,,,
898,L,꾸지뽕나무,,,
899,L,물푸레나무,,,
899,L,꾸지뽕나무,,,
899,L,조릿대,,,
900,L,조릿대,,,
900,L,때죽나무,,,
900,L,물푸레나무,,,
