구간,좌우,종명,개화,결실,비고
834,R,신갈나무,,,
834,R,산뽕나무,,,
835,R,때죽나무,,,
835,R,조릿대,,,
835,R,신갈나무,,,
836,R,신갈나무,,,
836,R,노린재나무,,,
836,R,조릿대,,,
836,R,때죽나무,,,
837,R,산딸나무,,,
837,R,때죽나무,,,군락
837,R,신갈나무,,,
838,R,물푸레나무,,,
838,R,사람주나무,,,
839,R,산벚나무,,,
839,R,비목나무,,,
839,R,때죽나무,,,
839,R,신갈나무,,,
839,R,사람주나무,,,
840,R,때죽나무,,,
840,R,비목나무,,,
841,R,산벚나무,,,
841,R,조릿대,,,
841,R,비목나무,,,
842,R,때죽나무,,,
842,R,조릿대,,,
842,R,신갈나무,,,
842,R,때죽나무,,,
843,R,조릿대,,,
843,R,당단풍나무,,,
844,R,신갈나무,,,
844,R,비목나무,,,
845,R,산뽕나무,,,
845,R,때죽나무,,,
845,R,비목나무,,,
846,R,비목나무,,,군락
846,R,신갈나무,,,군락
847,R,신갈나무,,,
847,R,당단풍나무,,,
847,R,당단풍나무,,,
848,R,때죽나무,,,
848,R,철쭉,,,
848,R,조릿대,,,
849,R,떡갈나무,,,
849,R,때죽나무,,,
849,R,때죽나무,,,
849,R,비목나무,,,
849,R,비목나무,,,
850,R,조릿대,,,군락
850,R,신갈나무,,,군락
850,R,비목나무,,,
851,R,때죽나무,,,
851,R,비목나무,,,
851,R,때죽나무,,,
852,R,때죽나무,,,
852,R,신갈나무,,,
852,R,함박꽃나무,,,
853,R,당단풍나무,,,
853,R,신갈나무,,,
853,R,상수리나무,,,
854,R,병꽃나무,,,
855,R,신갈나무,,,
855,R,비목나무,,,
855,R,철쭉,,,
856,R,때죽나무,,,
857,R,철쭉,,,
857,R,까치박달,,,
857,R,때죽나무,,,
858,R,철쭉,,,
858,R,때죽나무,,,
858,R,비목나무,,,
859,R,신갈나무,,,
859,R,비목나무,,,
860,R,상수리나무,,,
860,R,비목나무,,,
860,R,조릿대,,,
861,R,비목나무,,,
861,R,조릿대,,,
862,R,조릿대,,,
862,R,비목나무,,,
862,R,비목나무,,,
863,R,비목나무,,,
864,R,으름덩굴,,,
864,R,조릿대,,,
865,R,조릿대,,,
866,R,비목나무,,,
866,R,회잎나무,,,
866,R,회잎나무,,,
866,R,회잎나무,,,
866,R,비목나무,,,
866,R,조릿대,,,
867,R,산뽕나무,,,
868,R,조릿대,,,
869,R,고추나무,,,
869,R,조릿대,,,
870,R,으름덩굴,,,
870,R,조릿대,,,
871,R,콩배나무,,,
871,R,으름덩굴,,,
871,R,조릿대,,,
872,R,조릿대,,,
873,R,산뽕나무,,,
873,R,조릿대,,,
874,R,조릿대,,,
875,R,물참대,,,
875,R,조릿대,,,
876,R,산뽕나무,,,
877,R,비목나무,,,
878,R,고추나무,,,
879,R,국수나무,,,
879,R,때죽나무,,,
879,R,병꽃나무,,,식재
880,R,산뽕나무,,,
880,R,병꽃나무,,,
881,R,산벚나무,,,
882,R,산벚나무,,,
882,R,비목나무,,,
882,R,물푸레나무,,,
883,R,화살나무,,,식재/군락
884,R,물푸레나무,,,
885,R,산수국,,,
885,R,화살나무,,,식재/군락
886,R,화살나무,,,식재/군락
886,R,때죽나무,,,
887,R,때죽나무,,,
887,R,물푸레나무,,,
888,R,고추나무,,,
889,R,노린재나무,,,
889,R,조릿대,,,
889,R,물푸레나무,,,
890,R,고추나무,,,
891,R,노린재나무,,,
891,R,산뽕나무,,,
892,R,병꽃나무,,,
892,R,조릿대,,,
893,R,노린재나무,,,
894,R,조릿대,,,
894,R,회잎나무,,,
894,R,물푸레나무,,,
895,R,조릿대,,,
896,R,조릿대,,,
896,R,회잎나무,,,
896,R,꾸지뽕나무,,,
896,R,비목나무,,,
897,R,꾸지뽕나무,,,
897,R,고추나무,,,
898,R,물푸레나무,,,
899,R,당단풍나무,,,
899,R,당단풍나무,,,
899,R,물푸레나무,,,
899,R,때죽나무,,,
900,R,노린재나무,,,
